doc_id,filename,tier_claude,tier_gpt,tier_change,comp_claude,comp_gpt,delta_comp
6ca230f22eaec7cec68b0dd8682399a63e6b352858d7fa26d7558c64e30b41c4,2023-02-28_179455_SOP_23-0885_179455.pdf,2,3,-1,3.65,1.9,1.75
0c59165c094bf150de63a4d317f8d3a6c32e43c5e4149dadbed154e51b48b5f9,2023-04-04_179109_Board_Letter_23-1267_179109.pdf,3,4,-1,2.5,0.75,1.75
7bcbdc5d1232b8127445e7ee3f7841ec0e07debcf9b8e65b7eb9d715f28090aa,2025-02-18_02-18-25_Board_Meeting_Transcript_C_1177952.pdf,3,4,-1,2.2,0.45,1.75
13d9025996871e1acc9cfa36ef6c602c375fe42b0b3bba7ca88b0c61e0dafeed,2025-11-18_210339_SOP_25-6117_210339.pdf,2,3,-1,5.0,3.25,1.75
7c978a7a4178e636e54da3d2b12b8fa052dfaec8b951e092d072f1ed12a91544,2021-09-15_161835_PH_Presentation_20-4861b_161835.pdf,3,4,-1,2.5,0.75,1.75
a23910023bd72947b86cbe985923477641ff924d4ace1cb61dabbb9b9223fad4,2023-06-27_181718_Board_Letter_23-2323_181718.pdf,2,3,-1,3.65,1.9,1.75
78e7c54152d842faf187332616aa15bed39a66bd581d681a8e3a4f6eb880701c,2022-10-18_173689_Motion_by_Supervisor_Hahn_22-3781_52869ab0-da66-45d2-b164-d14df394e621.pdf,3,4,-1,2.2,0.45,1.75
aa5756a76227041d902c440e5a381fe6f104a0e0907bc79fb14b43c64f3e4620,2024-04-23_190708_Public_CommentCorrespondence_24-1514_190708.pdf,3,4,-1,2.2,0.45,1.75
92b15300a77a9057e1d3158a476d0d79bf73114edeb501c8d938da00b41315c4,2025-04-01_201967_SOP_25-1944_201967.pdf,3,4,-1,2.5,0.75,1.75
3f838b522781c0c82c97a892aca8b3a978b35925ee61d81aaa3ab12dc07c6244,2024-09-24_195654_Motion_by_Supervisor_Mitchell_24-4200_195654.pdf,3,4,-1,2.65,0.9,1.75
128dff8c715219e9dae48f91a770a263970b1beb18ba6e4ba541d20c6e2f15ad,2020-02-18_143933_LACDAS_BOARD_LETTER_20-1083_143933.pdf,3,4,-1,2.65,0.9,1.75
3f93940685dee157dfdcc609e9c0300c325e070ea881c8b24d747cc03584b18c,2025-02-25_200415_Public_CommentCorrespondence_25-1112_200415.pdf,3,4,-1,2.7,0.95,1.75
b88ee4c3c39941de175e4b354440eae66a67f96fb45d4cae7e0aed53060e20ff,2022-04-19_168375_Report_41922_22-1590_168375.pdf,2,3,-1,4.1,2.35,1.75
e47adf371313ab11d66012e4dc987233764d5368e60c123c77333897e724f4b5,2024-03-12_189243_Report_24-0830_189243.pdf,2,3,-1,4.85,3.1,1.75
940c3d345b37d4c45f72e25c2791d2904f19a1cb26012aeea498cce9cf00f01e,2025-10-07_207792_Motion_by_Supervisor_Horvath_25-5229_207792.pdf,3,4,-1,2.35,0.6,1.75
bdcc2590c12c64a187456402b6b6efabb310790ca5949c0d7a7b02a1cd7cc042,2024-01-23_188046_Public_CommentCorrespondence_24-0321_188046.pdf,3,4,-1,2.5,0.75,1.75
bf10c0e2cca2e9f34422aa014fe5d8afc24df76e527cf72489dcfab9d6129522,2021-01-26_153253_PUBLIC_COMMENT_21-0535_153253.pdf,3,4,-1,2.2,0.45,1.75
12b18085248e70eb439e6cc9eae57e2502ab33933a7187fdf6ce3ee0da364942,2026-03-17_213327_Board_Letter_26-1402_213327.pdf,3,4,-1,2.5,0.75,1.75
75c3fa36b8bb74c082f254775bdb02da4564da2f3a555838a3dff0fc39f94c93,2022-03-15_03-15-22_Board_Meeting_Transcript_C_1121131.pdf,3,4,-1,2.2,0.45,1.75
5d4a852bbeda230f9b9c61c601d4ca73629940303a9388c317c8d39322773ab2,2022-01-25_165852_Report_12522_22-0451_165852.pdf,1,2,-1,6.5,4.75,1.75
0ac5ac73b05f0108c612c471030cc8fa5cf5c7b9724583099185c8a13cbd1cfa,2022-05-11_05-11-22_Special_Budget_Hearings_Meeting_Transcript_C_1124539.pdf,3,4,-1,2.5,0.75,1.75
95b8c5ed086800acc03c37d22487a0ff2cd7cb0d4c56da9eb0a4e5dbc3a40a04,2022-03-15_174762_SOP_22-0873_174762.pdf,2,3,-1,3.9,2.15,1.75
515f74b4b6d0f2c7bfad26b064321d8cbb48c9d18ea2971b5a83361a56dc1a1a,2022-11-01_174011_Board_Letter_22-3919_174011.pdf,2,3,-1,3.6,1.85,1.75
e9a9155cbd1204cc9a360388a3f850efff1c70e82ca63936beeaba4e1011c6fe,2021-09-15_161701_Public_Comment_21-3520_161701.pdf,3,4,-1,2.2,0.45,1.75
b3c1efce0244deba3f083c328742283cf3d94bfda569af4d6ce25f71da77fa3e,2023-03-21_178967_Report_23-0997_178967.pdf,2,3,-1,3.9,2.15,1.75
641891a88819d41af5b859483564613fc728ab569d5dad4fc3da2e2bdbc76347,2025-04-01_201466_Motion_by_Supervisor_Mitchell_25-1652_201466.pdf,2,3,-1,4.5,2.75,1.75
7d7778a6b9ae37ccbd9cb2adb2db026c0a76eddd4755c1643f4d76c9db740515,2024-01-09_186976_Board_Letter_23-4585_186976.pdf,2,3,-1,4.15,2.4,1.75
0b87eeca1a149128a028c94110584a91d7ca3c0d2afcab756ff5a19f0c641fcf,2024-07-16_193074_Motion_by_Supervisor_Solis_24-2728_193074.pdf,3,4,-1,2.35,0.6,1.75
0b6daad156a271a830870d070bff8272e14eeb124d7f80d997d56afdaa454d2c,2021-06-22_159459_Report_21-2553_159459.pdf,2,3,-1,4.25,2.5,1.75
9f9bde962af363ff69a15f4c8e21cc49dfcad6c46ec097767765075791046fe0,2025-11-18_210497_Attachments_14_-_17_25-6126_210497.pdf,2,3,-1,4.1,2.35,1.75
3ce07f2a40022845f99106022fd1f91d99775cb20761725b0bad1a66546fa817,2021-04-20_157557_Public_CommentCorrespondence_21-1731_157557.pdf,3,4,-1,2.35,0.6,1.75
f1d7a11f71d2992621f8795764d5b9ed03dace4bf72baab160b024835f271435,2020-07-21_147606_Revised_motion_20-3641_147606.pdf,2,3,-1,3.7,1.95,1.75
f0f9e6becf5753678eb8fcc9f3b3a4c6b10a766700ea16c0d75eddb892cc608b,2023-04-04_179396_Revised_motion_by_Supervisors_Solis_and_Hahn_23-1308_179396.pdf,2,3,-1,4.95,3.2,1.75
3ccfde63f41236dede3e290af4588306849626416d75ed0be39b140f8ebe051a,2025-11-04_209138_Motion_by_Supervisor_Solis_and_Horvath_25-5949_209138.pdf,3,4,-1,2.2,0.45,1.75
f9eb94262c6c7da8a93991ac9c3a842e2cd70489a7065e812494188f40d2bcd5,2020-07-07_147243_Single_SOP_20-3434_147243.pdf,3,4,-1,2.65,0.9,1.75
7eea2f24c3d337a1434942b7277934ffca9ddc705487c8cadfe74b8ef5e6098a,2023-01-24_177061_CEO_Supplemental-Budget_At_A_Glance_23-0329_177061.pdf,3,4,-1,1.9,0.15,1.75
081b2aa4e859d454e3ee3f2bc36a0b81cae8edcdb0e1ac1511f7c2cbd5ccaab2,2022-11-15_172862_Board_Letter_22-3462_172862.pdf,3,4,-1,2.55,0.8,1.75
601b47f1331db7b1a55d57e740eff9de05aa790e6c2c0b85fd7cbf9947307aee,2026-01-13_211813_Motion_by_Supervisor_Horvath_Exempt_From_Cluster_26-0444_211813.pdf,3,4,-1,2.5,0.75,1.75
e9462814f79ae1d0ec846247a6c3f471701ebd48c77e0df4be1e89a674689dce,2025-04-15_201736_Board_Letter_25-1915_201736.pdf,3,4,-1,2.5,0.75,1.75
bde833044fbd095831038a28bb3ac522b4157c3177485a15d93c7470a0499f34,2022-05-17_169113_Revised_Motion_by_Supervisors_SKJH_22-1940_169113.pdf,3,4,-1,2.5,0.75,1.75
d84bfa8d3c8e9975be609002d10f12ad641c30a2febc2fd0375cd598b2c87bf9,2025-07-01_204219_Board_Letter_25-3409_204219.pdf,3,4,-1,2.65,0.9,1.75
b9079e1ac62b31a7300a4612337957e1a639e3d3998c885084f96b6fce175e3a,2021-08-10_160763_Public_Comment_21-2877_160763.pdf,3,4,-1,2.2,0.45,1.75
5fc922028bea5b71ba0d69c31dcf21007b09326ea07c6cee88f0779a92a30724,2026-02-02_212344_Motion_by_Supervisor_Barger_Exempt_From_Cluster_26-0892_212344.pdf,3,4,-1,2.5,0.75,1.75
5ff99dde1f38b3dd466750d3359946786820c6ec6810e96a9ebe46e572e60a3e,2025-09-30_207967_Motion_by_Supervisors_Solis_and_Mitchell_Exempt_From_Cluster_25-5316_207967.pdf,3,4,-1,2.5,0.75,1.75
9aec5caa07cfa1f12123f15f34173c4c0d357c3c7403c2ac1d76f834088b5e76,2021-11-16_163384_ISD_Attachment_21-4378_163384.pdf,3,4,-1,2.5,0.8,1.7
6cbfdf2b0a0b3a6ecb832455f961ba3edb7f166a933f30979b0fdb5a2a01a09a,2022-03-15_167356_Report_22-1169_167356.pdf,3,4,-1,2.6,0.9,1.7
914c4358d4e610879a89e7c8a7ee70f9bf96130131e3bbbe177fe2c3234eb894,2026-03-03_213026_Board_Letter_26-1234_213026.pdf,2,3,-1,3.9,2.2,1.7
2daac88408c2372af211ae9449f0124203ce9fd158a06534e17efb9dbb2ddee4,2025-11-18_209286_Board_Letter_25-6094_209286.pdf,3,4,-1,2.6,0.9,1.7
322b2bfd5d83ee4730d5bc143e4d1ef32fdf99ae549b3030c338090bbc1753e4,2022-06-14_168931_PROB_22-1896_168931.pdf,2,3,-1,3.6,1.9,1.7
c5439b7c654da615fe65485cd0b8c2df026235383a1afc68c29152a2132cbc1d,2025-11-18_210068_SOP_25-6378_210068.pdf,3,4,-1,2.45,0.75,1.7
0d80aa20cb5a88674dc4d120ef06268d88870cf871a71de69388870d7b9708a0,2022-05-17_168807_PROB_22-1831_168807.pdf,2,3,-1,4.65,2.95,1.7
cc1731b0c7ed9485c8fe11efd2f4ae00e544a0e0e525509493ba4864fe0a929f,2024-11-06_196910_Board_Letter_24-4866_196910.pdf,3,4,-1,2.6,0.9,1.7
cbff85a92be301a32441572808970dacd94f979c61235464a39f0a732fbf8a76,2023-07-11_182260_Public_CommentCorrespondence_23-2510_182260.pdf,3,4,-1,2.3,0.6,1.7
f18d993e42caa901b95caaf0c09005a77e0a0153f433847daee0c899cd9ecbc2,2023-01-24_176805_Board_Letter_23-0248_176805.pdf,2,3,-1,3.95,2.25,1.7
2d9c882e621895290d1741919fc8214c73a2702b8e063a576cb19e8b594f9fb4,2020-02-04_143736_Revised_Ordinance_19-0091_143736.pdf,3,4,-1,2.0,0.3,1.7
00d50cf77c3b6f5bbec3df389716164dee0748cf2387113ddc1ae5569898a4ef,2022-06-14_169675_Board_Letter_22-2213_169675.pdf,3,4,-1,2.6,0.9,1.7
6d3f374f64706e20e38d996d79b1c1485d2caaee733248293b763bd3bd273304,2025-10-06_208495_Adjournments_25-5548_208495.pdf,3,4,-1,2.3,0.6,1.7
df776261841a70ceb513b5a0fa3b4b394838f44bd4e216e0986a3231616595aa,2021-10-19_162829_HS_Motion_21-4068_162829.pdf,2,3,-1,4.05,2.35,1.7
1f2f3ea028a1b436d4677225c169e8ef8fdfd7b3945c205e9e897115a3f57d42,2023-03-21_182577_Public_CommentCorrespondence_12-9998_182577.pdf,2,3,-1,4.0,2.3,1.7
cbe0ab8e535c8e4b3c25a62662ad14571db9b86b4919bc6b1b1f76857da4847b,2025-05-06_202686_Motion_by_Supervisor_Hahn_25-2486_202686.pdf,3,4,-1,2.45,0.75,1.7
30a5851c5f6d297f3802c513eeb8989bf272bd854051ae70381bd494b8f2abd0,2026-02-10_212301_Motion_by_Supervisor_Barger_26-0873_212301.pdf,3,4,-1,2.6,0.9,1.7
08b5bd29ad64408204f3b59a5e4741eb58cd769503d8519ea7085d6ed1df52de,2025-01-14_199407_Revised_motion_by_Supervisors_Barger_and_Horvath_25-0395_199407.pdf,3,4,-1,2.45,0.75,1.7
d6a80bee16aa2ecee23d6601b93e37a00a06b36d7cbd1e0912e439c4fea55c2f,2024-02-06_188366_Motion_by_Supervisors_Mitchell_and_Solis_24-0555_188366.pdf,3,4,-1,2.6,0.9,1.7
4bff025d815c7597c9bc178c8aa5c9cd66c18780aa9f3eef1c26a515643e418c,2025-08-05_205861_Motion_by_Supervisor_Hahn_25-4366_205861.pdf,3,4,-1,2.15,0.45,1.7
b44af08446fe6bdb2d26d57f4028cfe177b0b42f045fde059b3651d8252455f0,2026-03-03_212928_Board_Letter_26-1203_212928.pdf,3,4,-1,2.6,0.9,1.7
77f74b011b079d8b289087e4a77d714960770feca3fe5cce084a0f552c36df14,2024-06-25_192582_Board_Letter_24-2422_192582.pdf,2,3,-1,4.3,2.6,1.7
e985957cf5ce41589c0495062eedfbd57320ecc523a5cdc790f06392f03aee5f,2023-03-21_178950_Revised_motion_by_Supervisors_Horvath_and_Hahn_23-0997_178950.pdf,2,3,-1,4.9,3.2,1.7
5bb6066a716e8f4be359730a78f29f889559dd6b13de325de96bdebb8f8a063b,2024-07-23_193576_Motion_by_Supervisor_Horvath_24-2962_193576.pdf,2,3,-1,3.95,2.25,1.7
9b047d7f2957277d2c8714260cf4a47d4745ad84b4aa72d1ebf93137eeda1cf2,2022-09-27_172724_Board_Letter_22-3434_172724.pdf,3,4,-1,2.6,0.9,1.7
89a355853092fa2020b5fc5507caeeb918e6ff698d0133595278aaec5551902a,2023-02-28_178256_Supporting_Documents_23-0885_178256.pdf,3,4,-1,2.35,0.65,1.7
a4aa635fda07a6593eeb403513aa46ca37ef7331ee0d973b751c6fc44cee7927,2023-06-06_180940_Board_Letter_23-1988_180940.pdf,3,4,-1,2.45,0.75,1.7
2c851023c31e560f51de232195581da694faf36c8e3d5fe13b2837c8c2ed2913,LASD Northpointe Software License Agreement (exed 12.30.2022) - REDACTED (final) (1).pdf,2,3,-1,4.3,2.6,1.7
2887ada0c4a458453bfbbf4c92d964ae05973a5f287d3ad70255ff0ad5ac9552,2021-07-27_160228_Public_Comment_21-2969_160228.pdf,3,4,-1,2.15,0.45,1.7
9f1d0ceb777833e86c47a385f67a9dd81edc7637795c3d6db9f8c76580c31e5c,2024-06-04_192165_Reparations_Task_Force_Report_24-2232_192165.pdf,3,4,-1,2.5,0.8,1.7
06883432ee6670fdc140ac8e773d629f268d3fe6d2674d71c46976f8e1eaa77a,2026-03-03_214236_Public_CommentCorrespondence_25-1693_214236.pdf,3,4,-1,2.55,0.9,1.65
7d79240b5b7b1c076165672056599e0112c892ad23ef19fed465e14ff045efef,2024-11-26_197662_Motion_by_Supervisor_Solis_24-5530_197662.pdf,2,3,-1,4.45,2.8,1.65
134b002f3e7734b97d9fa68e04402867e3d225c1d1b165a322c2e9bfa075e67d,2022-11-01_174397_Five-Signature_Letter_22-4037_174397.pdf,3,4,-1,1.95,0.3,1.65
5ae1d7635d517da4cb08df86f830655086504741d38fbd65e3eb1162c0ec1af7,2023-05-16_180486_Board_Letter_23-1783_180486.pdf,3,4,-1,2.1,0.45,1.65
71222fb5ddfc98e4359b238d5e4556b57c6908e720c079c8f397a406cce4ce31,2024-10-22_195812_Public_CommentCorrespondence_24-4336_195812.pdf,3,4,-1,2.1,0.45,1.65
0be7ff377480ed83ec74c69d625513bc09f3b2a270fa06745701afda88f5bad3,2022-12-06_175605_Report_22-4508_175605.pdf,2,3,-1,4.0,2.35,1.65
f5a68dc2bd0d729b435745b418c50bf1712e87dc3b96fe8568982da620ead177,2023-01-24_176902_Board_Letter_23-0283_176902.pdf,3,4,-1,2.4,0.75,1.65
fedaad897e075867a5233bccb41e36e80e46ce4ea4fb06972e520afe34e9fd09,2022-03-01_167794_Single_SOP_22-0819_167794.pdf,1,2,-1,6.25,4.6,1.65
eb992173fb998721be35130ba4f17c7e66961dd263590d75ce9732ad4daa9e7e,2025-11-04_208691_Motion_by_Supervisor_Solis_25-5640_208691.pdf,3,4,-1,2.4,0.75,1.65
d0c38801398e8b32d8b4afe09748d9c22b7e611baea242f8cf42dcb37a8d70f8,2020-01-07_142849_LACDAS_BOARD_LETTER_20-0085_142849.pdf,3,4,-1,2.25,0.6,1.65
e48bb0ed8d69d09fc705b33c890094986d67eb27e0bf78f6e84406df50beee36,2025-03-11_200848_Board_Letter_25-1199_200848.pdf,2,3,-1,4.65,3.0,1.65
bce99f8fb6d84f0b677cb7893533cc2a5b27ff32ae569c35aa9eb178ff50482b,2025-02-18_200010_Board_Letter_25-0855_200010.pdf,3,4,-1,2.55,0.9,1.65
b528fef1c12ba345e445b8bde89f1492ebc98ea6064eabdae0a25e8b79d0b248,2024-06-25_06-25-24_Board_Meeting_Transcript_C_1164162.pdf,3,4,-1,2.1,0.45,1.65
a1c8fb91706e669266579be90709c1d4f5af17f71e7f795ee7b3fe2b08c26d6a,2024-03-12_189035_Public_CommentCorrespondence_24-0832_189035.pdf,3,4,-1,2.55,0.9,1.65
41966898b895b37d15db2423f3e8d752ca985019a36281e18579a62bd942011d,2025-11-18_210033_SOP_25-5588_210033.pdf,2,3,-1,4.85,3.2,1.65
cbc4f109a0cb1541474eee76b15ba8f57c28c6720d5000f7fd2c2f593c1615c5,2025-05-06_205595_SOP_25-2538_205595.pdf,3,4,-1,2.4,0.75,1.65
481ea2aec757c670457e75304d9decfd199b2c67d4de3e0f3e03865427f114f8,2024-07-23_193400_Board_Letter_24-2876_193400.pdf,2,3,-1,4.4,2.75,1.65
858edf31082fa235ddcecb84931049a5a7c1c8b2a606bc620431f5bbd11c2544,2026-02-24_213364_Public_CommentCorrespondence_26-1209_213364.pdf,3,4,-1,2.4,0.75,1.65
a163fad465d4d5d31e2eb3b25cc85aaa4f6b793c1224092ab896aae4efd3e018,2024-07-09_193030_Motion_by_Supervisors_Horvath_and_Hahn_24-2698_193030.pdf,3,4,-1,2.25,0.6,1.65
5ac81473431717ef3e16038c418edf8c5f9350100f4928134ba57ebedc74429f,2022-11-01_174177_Motion_by_Supervisor_Kuehl_22-3972_aab2fd42-e30f-4abf-8e4a-7f18e5fbce79.pdf,3,4,-1,2.4,0.75,1.65
e6f834e0f0149a51c8890659846a6f42b4a6f3ccce187a11717d44f3f97fd587,2021-06-22_159460_Report_21-2352_159460.pdf,2,3,-1,3.6,1.95,1.65
654cea6a6893acbb7ac997314bde94a86e28e721480c90c90353f8e74bd99450,2020-03-10_144652_Report_20-1623_144652.pdf,2,3,-1,3.7,2.05,1.65
cbb00f1d08f0fbe101e600983170d832bda3448fd450163b10fa4dd3b9b14d47,2020-06-09_146303_DAAC_BOARD_LETTER_20-2993_146303.pdf,3,4,-1,2.25,0.6,1.65
d38af0fa62a80fd2666a73b89b7e7b0bdbea46bbc0d6a7e8f0b787c974ecba68,2025-06-03_06-03-25_Board_Meeting_Transcript_C_1185586.pdf,3,4,-1,1.95,0.3,1.65
c18c777aa3e919a035f796b7c4182411daef4428c34d025904cf1464cd7d0e79,2025-08-12_205606_Board_Letter_25-4216_205606.pdf,3,4,-1,2.25,0.6,1.65
208f4a7e125237cc130442c8e36a1b034271ab3e3d424628f337d27fe902d0c4,2025-09-09_207308_Notice_of_Reward_25-4880_207308.pdf,3,4,-1,2.1,0.45,1.65
e4f3791942cc98a89cc43450c6fb271f2b9fd9a0b8ea436996ca613b57acf8d2,2025-02-11_208662_Community_Services_Cluster_Meeting_Transcript_25-0008_208662.pdf,3,4,-1,2.25,0.6,1.65
bd06874a32d25855290f1098da20f77ec0b86cf52a5e733c1fc98cf0448acd08,2023-07-25_182747_Report_23-2567_182747.pdf,3,4,-1,2.55,0.9,1.65
fda3ae251922353f7a2812b0d5f2bdde19163c9872b3c88f7ae9d143958a0760,2023-03-21_186184_Public_CommentCorrespondence_12-9998_186184.pdf,3,4,-1,1.95,0.3,1.65
dc4b44144f2f3a749d29feb4d0e6d368dad710b557e594ec2943755e6ae20976,2025-09-09_206728_Presentation_24-5636_206728.pdf,2,3,-1,4.3,2.65,1.65
081d4bcbe5e2937c96ad08dcc65094427e16300d8679d5f200d9d2ca12dee397,2026-03-17_03-17-26_Board_Meeting_Transcript_1204188.pdf,3,4,-1,2.25,0.6,1.65
a1ac60381e6ee8b9a7e12dbb78eb2294ff1a118fa1d104750d7809f732a8bd70,2025-11-18_209574_Board_Letter_25-6122_209574.pdf,3,4,-1,2.55,0.9,1.65
d2486c9e52db0fbd7ee408da763c7ed487c49921a89ae32447c8b74ab5a4c4d3,2023-08-08_182985_Board_Letter_23-2801_182985.pdf,2,3,-1,3.75,2.1,1.65
612b8f9cac194334974db22f5b9a89d61993ce3941e3b257f56b5fc3b8c75a63,2021-05-18_158362_ORDA_21-2096_158362.pdf,3,4,-1,2.05,0.45,1.6
63786986371c96d5dbb4fe84bb28beda1d6529618187a224780f723cfc7bc112,2025-12-02_Statement_of_Proceedings_for_1222025_1197717.pdf,3,4,-1,2.5,0.9,1.6
e5f2ce57eb37db07c0a68b47fa2c13b0c83db1cacc35c8cef6adab2fbca549d5,2022-05-17_168925_Public_CommentCorrespondence_20-4861_168925.pdf,2,3,-1,4.6,3.0,1.6
eb19b68c286bb601cc17640cc38d03042ec07408513ceea7038ad2637c4ad78e,2023-04-04_179041_Board_Letter_23-1212_179041.pdf,3,4,-1,2.2,0.6,1.6
cf769c1ef18915c2e9901c1e3ea341427a9323c6bb47e991276ba85d871437e8,2021-01-26_153584_Single_SOP_12621_21-0538_153584.pdf,2,3,-1,3.75,2.15,1.6
78eb1a3c146f34245ca19cf2d4bf8ca8ee89c5119f31a0edf799eaa3f64bdc04,2022-06-14_169926_Health_Services_Presentation_20-4861_169926.pdf,3,4,-1,1.75,0.15,1.6
227edea20a704c95a995d05b6c5d8d173069b7f255b3cf793788814668e7304b,2025-02-18_199969_Board_Letter_25-0813_199969.pdf,3,4,-1,2.5,0.9,1.6
7c18b1e2914abfbe3f58f1f8b2e4db3ce6201661cb549eb7fc919c9d06c1361a,2023-11-07_185556_Board_Letter_23-3473_185556.pdf,3,4,-1,2.2,0.6,1.6
bdb3dc37f49eb9c810e25a3774817206c5eea9c354ff5ab8c2a06172c1cea57e,2025-11-18_209800_Ordinance_25-6109_209800.pdf,3,4,-1,2.05,0.45,1.6
be5dead59d88aa08991d4460e9fb013f5f970e6848f6c36cf52439f7a3f1f0f0,2022-04-05_167496_WDACS_board_letter_22-1297_167496.pdf,3,4,-1,2.35,0.75,1.6
1706ecf6b2cfaf2036edcc1ed4e5fd76ccc6d5cfb8b183dc7aee44d85336684c,2025-11-18_210337_SOP_25-5641_210337.pdf,3,4,-1,2.35,0.75,1.6
3cb80d5b6a558a285898a63e89f65e880d3c9df7e1879c648b195d6fc1f9f5c7,2020-09-01_148378_Public_CommentCorrespondence_20-4481_148378.pdf,3,4,-1,2.2,0.6,1.6
4ef4fc5f03328152cb50ccff87e84a327a4a1bef88bcb796a2d8cb479f321a98,2023-09-26_184245_Public_CommentCorrespondence_23-3462_184245.pdf,3,4,-1,2.05,0.45,1.6
b3daf803d97386694c57576d52f387d73ce20ead954bfdbf71727c688f8b3f95,2025-09-02_206302_Motion_by_Supervisor_Hahn_25-4534_206302.pdf,2,3,-1,3.9,2.3,1.6
f28184f3395b474be8130b7f6a58c1ffc3c26885216ae32f93b69d4be08c5989,2024-06-25_192478_Board_Letter_24-2356_192478.pdf,3,4,-1,2.5,0.9,1.6
bd8dc36bc4c036b9797494eaf1ee950f239d5c2d0394fbd9d40a14c188bc0204,2021-06-22_159368_PCC_21-2568_159368.pdf,3,4,-1,2.05,0.45,1.6
1f245723faefa95083a0af368c694b579289b2566e87f6c15286f55b551ce657,2026-02-11_Com_Services_Overview_-_Commissioner_Networking_Summit_2-12-26_CommServOverview.pdf,3,4,-1,2.35,0.75,1.6
1f2c1b6c9cf2e0cd54c1a8137c6cd14ca0c55330dd720433fbd1dff24816d666,2025-10-07_208793_SOP_25-5224_208793.pdf,3,4,-1,2.2,0.6,1.6
53eaf38262080e7cfc58199ab5532911899ec3b891589070ded46e97e33a09ce,2022-10-04_173406_Resolution_22-3558_173406.pdf,3,4,-1,2.35,0.75,1.6
e56a4b806b8833753fe1fdd6e235a09ae33ab4010f6035a7aa0a5edf0021f2ec,2020-09-29_149085_Crininal_Justic_Reform_Strategy_20-5156_149085.pdf,2,3,-1,4.95,3.35,1.6
bd7f5ff1cf1c78f04b61998a5bef5b1dc8d28cbcf4b0aa5f3306ce4488915fe3,2024-03-19_189749_Report_24-0784_189749.pdf,3,4,-1,2.5,0.9,1.6
482865778c0fa484b205af27e0cd33f83d995e27ed9b47bf11680fe66e3ef51e,2021-02-09_153552_BL_20-6117_153552.pdf,3,4,-1,1.9,0.3,1.6
0c019a28959a60190890d1dca1af9bec93ea06d525760de6f9ef1ef2c0e89fd6,2025-10-07_207356_Board_Letter_25-5012_207356.pdf,3,4,-1,2.35,0.75,1.6
3828229790e7c3904f6f4345bdf44d015cdef04030a70fd6a8fa3ee118ac57da,2025-05-13_203132_Public_CommentCorrespondence_25-2302_203132.pdf,3,4,-1,2.05,0.45,1.6
2890ee3cdefad4f5a9ddf64ca1f9a4b01a6489ded6f43244a29d21dfc5002f1f,2024-05-07_191076_Motion_by_Supervisor_Mitchell_24-1689_191076.pdf,2,3,-1,3.5,1.9,1.6
3f74437bf51b9518fa42083130e8370430ec4cc05c96c644ca482abe8cbc26b6,2025-10-21_208482_Board_Letter_25-5462_208482.pdf,3,4,-1,2.2,0.6,1.6
16bdeb5366345c0b759d64a152fcd343ed84b12de26ee5e76cf725026e6a7378,2025-10-07_207705_Board_Letter_25-5193_207705.pdf,3,4,-1,2.2,0.6,1.6
43440553b6375ca17bee3cc9bb9bb4bb165559d1dcaced6bd0f4ffe3085a1ad2,2022-10-04_173012_Board_Letter_22-3503_173012.pdf,3,4,-1,2.35,0.75,1.6
c62326f03d4e1f4f53e111cc06c2a1e6d124b50ebd316e32910118ca81f3be67,2025-02-11_200314_Beaches_and_Harbors_Presentation_25-1022_200314.pdf,2,3,-1,3.85,2.25,1.6
85b2ee6c08d3ded56b68ffcb66d29e7d0e50a4ddfe1019b69448f6d400cbb9d4,2025-10-28_10-28-25_Board_Meeting_Transcript_C_1195722.pdf,3,4,-1,2.05,0.45,1.6
d2716d091c583ecfc0a83d9fd8fa8e35947962567c8459a175f69fdd123c92e1,2020-11-17_Statement_of_Proceedings_for_the_Special_Closed_Session_Meeting_held_11172020_1081589.pdf,3,4,-1,2.2,0.6,1.6
bed5dda674f6ace192a084f1ad8cb8d1865274f819f77f017fddb52351429c10,2020-05-12_145817_Report_20-2528_51220_145817.pdf,3,4,-1,2.2,0.6,1.6
dd3942468e4048ea38fcbdab00ebcbb324487fe886a4a58618dde44c24a97a6c,2021-06-08_158803_DOPW_Board_Letter_21-2295_158803.pdf,3,4,-1,2.35,0.75,1.6
59a8269d8ad4c9a632fa41ce2ebef26fcef23e1e52c358d6182def4a04240e79,2024-02-27_02-27-24_Board_Meeting_Transcript_C_1158244.pdf,3,4,-1,2.05,0.45,1.6
bd6c9d15a2891ec14caaf9c549ee96b395a262f43510f8cd13be37d112a16c6d,2021-02-09_153557_DSHF_Presentation_21-0636_153557.pdf,3,4,-1,1.75,0.15,1.6
a7be971fb7be018a2c99d8016608679047168a5da860e1a85ecd9f007c5db52e,2024-06-25_192393_Board_Letter_24-2304_192393.pdf,3,4,-1,2.5,0.9,1.6
540655e6a5ad90ddbf3a80febe4c83c5b5223c7d4c062c9389f0282acb40cfea,2024-01-23_01-23-24_Board_Meeting_Transcript_C_1155400.pdf,3,4,-1,1.9,0.3,1.6
22163552ed6b8181119460db81ec9ef2e083d016613f5899700a4b2cdc9cd9ee,2024-09-10_194616_Board_Letter_24-3513_194616.pdf,3,4,-1,2.2,0.6,1.6
bdcf834abf58e0acba4e59817853e14c7ab231b3b98d58ea4723977f2074692c,2022-08-02_171750_Public_CommentCorrespondence_22-3004_171750.pdf,3,4,-1,2.5,0.9,1.6
